"","Category_code","COG","Annotation","Category"
"314","D","COG3115","Cell division protein ZipA, interacts with FtsZ","Cell cycle control, cell division, chromosome partitioning"
"315","D","COG5057","Phosphotyrosyl phosphatase activator ","Cell cycle control, cell division, chromosome partitioning"
"316","D","COG2894","Septum formation inhibitor-activating ATPase MinD","Cell cycle control, cell division, chromosome partitioning"
"317","D","COG2884","ABC-type ATPase involved in cell division","Cell cycle control, cell division, chromosome partitioning"
"318","D","COG5217","Microtubule-binding protein involved in cell cycle control ","Cell cycle control, cell division, chromosome partitioning"
"319","D","COG4477","Septation ring formation regulator EzrA","Cell cycle control, cell division, chromosome partitioning"
"320","D","COG5657","CAS/CSE protein involved in chromosome segregation ","Cell cycle control, cell division, chromosome partitioning"
"321","D","COG5244","Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B","Cell cycle control, cell division, chromosome partitioning"
"322","D","COG4582","Cell division protein ZapD, interacts with FtsZ","Cell cycle control, cell division, chromosome partitioning"
"323","D","COG2177","Cell division protein FtsX","Cell cycle control, cell division, chromosome partitioning"
"324","D","COG4641","Spore maturation protein CgeB","Cell cycle control, cell division, chromosome partitioning"
"325","D","COG5105","Mitotic inducer, protein phosphatase ","Cell cycle control, cell division, chromosome partitioning"
"326","D","COG1674","DNA segregation ATPase FtsK/SpoIIIE and related proteins","Cell cycle control, cell division, chromosome partitioning"
"327","D","COG5035","Cell cycle control protein ","Cell cycle control, cell division, chromosome partitioning"
"328","D","COG5220","Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB3 ","Cell cycle control, cell division, chromosome partitioning"
"329","D","COG3095","Chromosome condensin MukBEF, MukE localization factor","Cell cycle control, cell division, chromosome partitioning"
"330","D","COG5103","Cell division control protein, negative regulator of transcription ","Cell cycle control, cell division, chromosome partitioning"
"331","D","COG3027","Cell division protein ZapA, inhibits GTPase activity of FtsZ","Cell cycle control, cell division, chromosome partitioning"
"332","D","COG5537","Cohesin ","Cell cycle control, cell division, chromosome partitioning"
"333","D","COG3096","Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB [Escherichia coli str. K-12 substr. MG1655","Cell cycle control, cell division, chromosome partitioning"
"334","D","COG4839","Cell division protein FtsL","Cell cycle control, cell division, chromosome partitioning"
"335","D","COG2848","Uncharacterized conserved protein, UPF0210 family","Cell cycle control, cell division, chromosome partitioning"
"336","D","COG1300","Uncharacterized membrane protein SpoIIM, required for sporulation","Cell cycle control, cell division, chromosome partitioning"
"337","D","COG1559","Cell division protein YceG, involved in septum cleavage","Cell cycle control, cell division, chromosome partitioning"
"338","D","COG3147","Cell division protein DedD (periplasmic protein involved in septation)","Cell cycle control, cell division, chromosome partitioning"
"339","E","COG4303","Ethanolamine ammonia-lyase, large subunit","Amino acid transport and metabolism"
"340","E","COG1174","ABC-type proline/glycine betaine transport system, permease component","Amino acid transport and metabolism"
"341","E","COG0040","ATP phosphoribosyltransferase","Amino acid transport and metabolism"
"342","E","COG0133","Tryptophan synthase beta chain","Amino acid transport and metabolism"
"343","E","COG0174","Glutamine synthetase","Amino acid transport and metabolism"
"344","E","COG0665","Glycine/D-amino acid oxidase (deaminating)","Amino acid transport and metabolism"
"345","E","COG3643","Glutamate formiminotransferase","Amino acid transport and metabolism"
"346","E","COG3340","Peptidase E","Amino acid transport and metabolism"
"347","E","COG2021","Homoserine acetyltransferase","Amino acid transport and metabolism"
"348","E","COG0404","Glycine cleavage system T protein (aminomethyltransferase)","Amino acid transport and metabolism"
"349","E","COG4392","Branched-chain amino acid transport protein","Amino acid transport and metabolism"
"350","E","COG3977","Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase","Amino acid transport and metabolism"
"351","E","COG1280","Threonine/homoserine/homoserine lactone efflux protein","Amino acid transport and metabolism"
"352","E","COG0747","ABC-type transport system, periplasmic component","Amino acid transport and metabolism"
"353","E","COG2113","ABC-type proline/glycine betaine transport system, periplasmic component","Amino acid transport and metabolism"
"354","E","COG4448","L-asparaginase II","Amino acid transport and metabolism"
"355","E","COG1362","Aspartyl aminopeptidase","Amino acid transport and metabolism"
"356","E","COG1791","Acireductone dioxygenase (methionine salvage), cupin superfamily","Amino acid transport and metabolism"
"357","E","COG2309","Leucyl aminopeptidase (aminopeptidase T)","Amino acid transport and metabolism"
"358","E","COG0626","Cystathionine beta-lyase/cystathionine gamma-synthase","Amino acid transport and metabolism"
"359","E","COG3938","Proline racemase","Amino acid transport and metabolism"
"360","E","COG0253","Diaminopimelate epimerase","Amino acid transport and metabolism"
"361","E","COG3138","Arginine/ornithine N-succinyltransferase beta subunit","Amino acid transport and metabolism"
"362","E","COG0077","Prephenate dehydratase","Amino acid transport and metabolism"
"363","E","COG1247","L-amino acid N-acyltransferase YncA","Amino acid transport and metabolism"
"364","E","COG0460","Homoserine dehydrogenase","Amino acid transport and metabolism"
"365","E","COG4816","Ethanolamine utilization protein EutL, ethanolamine utilization microcompartment shell protein","Amino acid transport and metabolism"
"366","E","COG1897","Homoserine trans-succinylase","Amino acid transport and metabolism"
"367","E","COG0082","Chorismate synthase","Amino acid transport and metabolism"
"368","E","COG4608","ABC-type oligopeptide transport system, ATPase component","Amino acid transport and metabolism"
"369","E","COG0411","ABC-type branched-chain amino acid transport system, ATPase component","Amino acid transport and metabolism"
"370","E","COG3591","V8-like Glu-specific endopeptidase","Amino acid transport and metabolism"
"371","E","COG0410","ABC-type branched-chain amino acid transport system, ATPase component","Amino acid transport and metabolism"
"372","E","COG1410","Methionine synthase I, cobalamin-binding domain","Amino acid transport and metabolism"
"373","E","COG0786","Na+/glutamate symporter","Amino acid transport and metabolism"
"374","E","COG0159","Tryptophan synthase alpha chain","Amino acid transport and metabolism"
"375","E","COG0334","Glutamate dehydrogenase/leucine dehydrogenase","Amino acid transport and metabolism"
"376","E","COG0131","Imidazoleglycerol phosphate dehydratase HisB","Amino acid transport and metabolism"
"377","E","COG0010","Arginase family enzyme","Amino acid transport and metabolism"
"378","E","COG0079","Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase","Amino acid transport and metabolism"
"379","E","COG3681","L-cysteine desulfidase","Amino acid transport and metabolism"
"380","E","COG0014","Gamma-glutamyl phosphate reductase","Amino acid transport and metabolism"
"381","E","COG0421","Spermidine synthase","Amino acid transport and metabolism"
"382","E","COG3104","Dipeptide/tripeptide permease","Amino acid transport and metabolism"
"383","E","COG0548","Acetylglutamate kinase","Amino acid transport and metabolism"
"384","E","COG0019","Diaminopimelate decarboxylase","Amino acid transport and metabolism"
"385","E","COG3192","Ethanolamine transporter EutH, required for ethanolamine utilization at low pH","Amino acid transport and metabolism"
"386","E","COG0498","Threonine synthase","Amino acid transport and metabolism"
"387","E","COG2755","Lysophospholipase L1 or related esterase","Amino acid transport and metabolism"
"388","E","COG2095","Small neutral amino acid transporter SnatA, MarC family","Amino acid transport and metabolism"
"389","E","COG2981","Uncharacterized protein involved in cysteine biosynthesis","Amino acid transport and metabolism"
"390","E","COG1279","Arginine exporter protein ArgO","Amino acid transport and metabolism"
"391","E","COG4126","Asp/Glu/hydantoin racemase","Amino acid transport and metabolism"
"392","E","COG2987","Urocanate hydratase","Amino acid transport and metabolism"
"393","E","COG3616","D-serine deaminase, pyridoxal phosphate-dependent","Amino acid transport and metabolism"
"394","E","COG0520","Selenocysteine lyase/Cysteine desulfurase","Amino acid transport and metabolism"
"395","E","COG3741","N-formylglutamate amidohydrolase","Amino acid transport and metabolism"
"396","E","COG1027","Aspartate ammonia-lyase","Amino acid transport and metabolism"
"397","E","COG1448","Aspartate/tyrosine/aromatic aminotransferase","Amino acid transport and metabolism"
"398","E","COG0683","ABC-type branched-chain amino acid transport system, periplasmic component","Amino acid transport and metabolism"
"399","E","COG0686","Alanine dehydrogenase","Amino acid transport and metabolism"
"400","E","COG2939","Carboxypeptidase C (cathepsin A)","Amino acid transport and metabolism"
"401","E","COG1823","L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family","Amino acid transport and metabolism"
"402","E","COG4160","ABC-type arginine/histidine transport system, permease component","Amino acid transport and metabolism"
"403","E","COG2502","Asparagine synthetase A","Amino acid transport and metabolism"
"404","E","COG4311","Sarcosine oxidase delta subunit","Amino acid transport and metabolism"
"405","E","COG1164","Oligoendopeptidase F","Amino acid transport and metabolism"
"406","E","COG0405","Gamma-glutamyltranspeptidase","Amino acid transport and metabolism"
"407","E","COG0241","Histidinol phosphatase or a related phosphatase","Amino acid transport and metabolism"
"408","E","COG0531","Amino acid transporter","Amino acid transport and metabolism"
"409","E","COG3842","ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components","Amino acid transport and metabolism"
"410","E","COG0083","Homoserine kinase","Amino acid transport and metabolism"
"411","E","COG3633","Na+/serine symporter","Amino acid transport and metabolism"
"412","E","COG2515","1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family","Amino acid transport and metabolism"
"413","E","COG0646","Methionine synthase I (cobalamin-dependent), methyltransferase domain","Amino acid transport and metabolism"
"414","E","COG1003","Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain","Amino acid transport and metabolism"
"415","E","COG1505","Prolyl oligopeptidase PreP, S9A serine peptidase family","Amino acid transport and metabolism"
"416","E","COG4187","Arginine utilization protein RocB","Amino acid transport and metabolism"
"417","E","COG2040","Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)","Amino acid transport and metabolism"
"418","E","COG1465","3-dehydroquinate synthase, class II","Amino acid transport and metabolism"
"419","E","COG3724","Succinylarginine dihydrolase","Amino acid transport and metabolism"
"420","E","COG0337","3-dehydroquinate synthetase","Amino acid transport and metabolism"
"421","E","COG0831","Urease gamma subunit","Amino acid transport and metabolism"
"422","E","COG0135","Phosphoribosylanthranilate isomerase","Amino acid transport and metabolism"
